NPC,Path,Width,Lenght,LiftPushSpeed,LiftRegularSpeed,RT1EntranceSpeed,RT1ExitSpeed,RT2EntranceSpeed,RT2ExitSpeed,EM1PushSpeed,EM1PushCycle,EM2PushSpeed,EM2PushCycle,Product,Chipboard,Position_0,Position_2,Position_3,Position_4,Position_5,BR_BR2,BR_BR3,Color_black,Color_chary,Color_none,Color_oack,Color_white,Parts_1,Parts_2
-0.18998951781970655,1,0.09972753160018848,-0.054031373409390106,0.09793351302785272,-0.22012578616352205,0.07487271638215039,-0.08258135083401695,0.05846727230375032,0.14968553459119494,0.06881243063263047,-0.12608565438754119,0.003537735849056589,-0.10403563941299791,BR3-IKW202,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
-0.023322851153039892,0,0.04326716243623625,-0.16565928038613428,-0.14016172506738536,-0.0772686433063792,-0.1632225217130877,-0.08258135083401695,0.05846727230375032,0.006828391734052072,-0.22530521642619306,-0.030847559149445945,0.003537735849056589,0.1459643605870021,BR3-ITW101-K,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.10665618448637322,0,0.17410321021039477,-0.13833369899078546,0.002695417789757486,-0.0772686433063792,-0.020365378855944846,0.0478534317746787,0.16957838341486142,0.09254267744833779,-0.04883462819089894,-0.030847559149445945,0.09728773584905659,-0.020702306079664574,BR3-ITW302,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.023322851153039892,0,-0.016450535717943984,-0.13833369899078546,0.14555256064690034,0.2084456424079065,0.027253668763102774,0.30872299699207,0.31772653156300956,0.40682839173405205,0.009988901220865768,0.15962863132674454,0.2847877358490566,0.1459643605870021,BR3-ITW301,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.10665618448637322,0,0.2039620592874849,-0.13833369899078546,-0.14016172506738536,-0.3629829290206649,-0.1632225217130877,-0.08258135083401695,0.05846727230375032,0.006828391734052072,-0.22530521642619306,-0.22132374962563642,0.003537735849056589,0.1459643605870021,BR3-ITW104,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.023322851153039892,0,0.013408313359146135,-0.13833369899078546,-0.14016172506738536,-0.0772686433063792,-0.1632225217130877,-0.08258135083401695,0.05846727230375032,0.006828391734052072,-0.22530521642619306,-0.030847559149445945,0.003537735849056589,0.1459643605870021,BR3-ITW102,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.10665618448637322,1,0.23924979001495503,-0.10926393154892498,0.050314465408805104,-0.14869721473495062,0.027253668763102774,0.09133169264424391,0.20661542045189846,0.12111410601976635,0.009988901220865768,-0.07846660676849357,0.1285377358490566,-0.06236897274633124,BR3-ITW202,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.18998951781970655,1,0.04869604408661628,-0.10926393154892498,-0.14016172506738536,-0.22012578616352205,-0.1632225217130877,-0.08258135083401695,0.05846727230375032,0.006828391734052072,-0.22530521642619306,-0.12608565438754119,0.003537735849056589,-0.10403563941299791,BR3-ITW201,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0.3100104821802934,1,-0.1391432610165325,-0.12379881526985521,-0.4734950584007187,-0.0772686433063792,-0.496555855046421,-0.08258135083401695,-0.1637549499184719,0.006828391734052072,-0.16648168701442834,-0.12608565438754119,0.003537735849056589,-0.10403563941299791,BR3-IRW901,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
-0.18998951781970655,1,0.5438100506012743,-0.054031373409390106,0.2884097035040432,-0.22012578616352205,0.2653489068583409,-0.08258135083401695,0.05846727230375032,0.2639712488769092,0.3041065482796893,-0.12608565438754119,0.003537735849056589,-0.10403563941299791,BR3-IKW203,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
