DC Pavadinimas,Prastovos gr.,Prastovos kodas,Prastovos pavadinimas,Komentaras,Laikas (min.),Viso laikas DC,Proc. %,YYYY
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Transporterio dirzu aukscio reguliavimas,",22,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Transporterio dirzu grez,5,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Transporterio dirzu grezime. Ne vienodas aukstis. Stringa detales,5,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Transporteriu greiciu reguliavimas del kliju terliojimo,5,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Uzsigrudo grezimas,7,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,uzsiskersavo detale nurovimo lifte to pasekoja uztrigo  liftas :D,2,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"uzstrigo grezime, iskrito graztas dirzu aukscio reguliavimas",17,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,uzstrigo nukrovimo lifto durys,2,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,uzstrigo pakrovimo liftas del sulipusiu detaliu,9,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Uzstrigo pakrovimo liftas, referencija, reguliavimas",13,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Wandres reguliavimas,5,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,wandresas pasukineja detales.,19,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,wandreso ratuku reguliavimas strigo detale,2,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,vandreso sepeciu,2,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Vandreso. suka detale,2,525140,0.84%,2017
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Vertikaliu prispaudeju keitimas, nes esami veluoja grizti ir raizo detale",7,525140,0.84%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,,996,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,"14 itb703 iro312,nejo paleisti abieju grezimo stakliu",81,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,30 ikb 203 ikb 902,61,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,39   itw 204 - iro 108,109,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,graztu rinkimas,43,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,ikb-203   I   IKW-103K Pries tai gaminti mazi kiekiai. nespejom susirinkti graztu. Graztu rinkimas,56,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,iro116d--iro122,61,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,IRO202 IRO114-K,53,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,ITB-203    I   ITB-204,25,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,ITW-104   I   ITW-301 be pasiruosimo regulevo su mokiniu naujei generuotas brezinys,203,525140,0.33%,2017
Linija Homag_4,41,4104,GAM. KEITIMAS BE PASIRUOSIMO,ITW703 IKW902,62,525140,0.33%,2017
Linija Homag_4,41,4105,KLIJU KAITINIMAS,,1154,525140,0.22%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",,9190,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",0 ikw 202 - ikw 106d naujas gaminys,113,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",40 iro 103k itw 204.Atsakingas Nerijus Guzaitis,117,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",Bandiniai Mantas Martinaitis,121,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",briaunos greiciu reguliavimas M.Karsokas,9,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS","daug gedimu,briaunos bandymas su mantu martinaiciu",192,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",ikw-106/K ikw-701,11,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",iro 114d isw204,40,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",IRO108 NAUJA PARTIJA 4 BRIAUNOS POPIERINES. ATSAKINGAS NERIJUS GUZAITIS,65,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",iro114d iso204,27,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",iro305 - isw613,129,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",is ABS briaunos i PP,5,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",ITW-ITB204 Bandiniai,11,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",itw204,37,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",itw404 itb404,9,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",M. Martinaitis,232,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",Martinaicio bandiniai,21,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",naujas gaminys  br2-ikw-301A,29,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",naujas gaminys br2-ikw701a br2-ikw702,31,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",naujos druozliu isputimo is 35mm gylio skyliu sistemos diegimas bei bandymas,41,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS","Pakrovimo lifto gedimas, broko taisymas",315,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",PURKSTUKU IS 35 GYLIO HORIZONTALAUS GREZIMO LIZDU  ISPUTIMUI REGULIAVIMAS TESTAVIMAS,141,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",raizo briauna Atsakingas Nerijus Guzaitis,35,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",SIAUSIA BRIAUNA,15,525140,2.08%,2017
Linija Homag_4,22,2201,"TESTAVIMAS, BANDYMAS",stakliu valymas,5,525140,2.08%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,,1251,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,atsileido pritraukimo dirzu veleno mova,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,Daviklio keitimas T.T,8,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,daviklis mate barjera,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,daznio keitiklis,26,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,dirzai neprinesa detales prie liniuotes,7,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,dirzu keitimas,6,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,isjunge stop ir laukema buvo elektriko,6,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,ISLYGINTOJU DAVIKLIS,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,islygintoju galinis jungiklis,3,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,islygintoju reguliavimas TT informuoti,7,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,issijunge liftas nusprogo daznio keitiklis,145,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,issijunge liftas nusprogo daznio keitiklis. Sutvarke Tomas,78,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,mete automatuka,9,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,neima detaliu akiu regulevimas T.T,17,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nepaeme detaliu,6,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,NEPAIMA DETALIU.TT nekviesta.,3,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nepaleido detaliu rankiniu budu buvo paleistos detales,3,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nepasileido referencija TT nebuvom kviesti,7,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,"nepritraukia detales prie liniuotes,TT sutvarke.Movos tvarkymas.TT.",13,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nesisuka rolikai. Sutvarke Tomas,63,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nesisuka rolikai. TT  suprogramuotas daznio keitiklis,107,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,nutruko dirzas.Pakeistas. TT.,19,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,pastrigo,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,Pastrigo liftas,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,pavaros keitimas,13,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,po A pamainos kreivai istumtas pakas,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,prabuksavo soninionesimo dirzai,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,Reduktoriaus asies laisvumas.TT.,157,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,referencijos darymas. TT nekviesti,9,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,sviesos uztvaras. Tvarke TT,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,T.T. nekviesta,2,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,T.T. referencija pakrovimo lifte,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,T.T.pakeistas junktuko mikrikas,17,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT nekviesta,7,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT nekviesti,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT nukrito dirzas,5,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT padarytas perkrovimas,11,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT streles stabdzio keitimas,75,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT Vakumo sistemos gedimas,31,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT. abieju liftu referencijos,15,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT. dirzelio keitimas,11,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT. neveikia fotojutiklis,11,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,TT. pakr. d.p. lifto duru spynos keitimas,15,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,"TT. Suluzus liniuote, prisp. ratuko keitimas",35,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,tvarke vienos puses lifta dirbom vienu,3,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,uzstrigo liftas referenciju darymas. TT nekviesti,7,525140,0.42%,2017
Linija Homag_4,52,5201,PAKROVIMO LIFTU GEDIMAS,verze veleno mova,2,525140,0.42%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,,3729,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,3 vnt. 20mm graztu,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,20MM,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,akis mate strele del to neileisdavo detaliu,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,atsilaisvime dirzeliai nesuka roliku. TT patempti dirzeliai ir nuvalyti davikliai,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,blogai suvaziavo detales. TT nekviesta,3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,blogai suvaziuoja detales,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,BR2-IRO110   BR2-IRO101K/D,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,BRIAUNAVIMAS,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Briaunos prispaudimo voleleiu,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,daviklio reg,3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,daviklio reg T T,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,daviklio regulevimas,25,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,daviklis,19,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,daviklis nemategerai detaliu ir numesdavo dirza,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"daviklis, neileido detaliu",3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,duru daviklis,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,graztu keitimas ir 20mm graztu gyliu reguliavimas,15,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,grezimno kooregavimas,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,iejimo frezos,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,ikb-902  iro-108,58,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"iskrito varztas,kuris buvo apvyniotas lipnia juosta",2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,ISLYGINIMO LINIUOTE,8,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,issijungineja liftas isvarant paka,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,isvaziavo pakas su vartais. TT.,51,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,isvaziuoja euras nesustoja lifte,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,jutikli operatoriai sureguliavo patys.TT.,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,kaires puses durys atsidarant uzstringa,19,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,keite dirzelius.Roliku dirzeliu keitimas.TT,23,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,kompo perkrovimas,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Kompo restartavimas,37,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,kraunant detales sustodavo,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,kreivai stovejo strele imusinejo detale,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,lifto ciulptuku lygio raguliavimas. TT.,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,lifto jutikio reguliavimas. TT.,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,lifto jutiklio reguliavimas. TT,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,liniuociu grezime.,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"mete detales, referensijosmdarymas kompiterio perkrovimas, davikliu reaguliavimas. tvarke T T",45,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Meto detales,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,meto detales,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,neatsidare durys,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,NEIMA DETALIU,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,neima detaliu,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,neima detaliu tvarkytas galinis daviklis,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"nejo leisti koks priklauso npc, stodavo  nukrovimo liftas leidom mazesniu npc, dirbom su viena puse lifto",55,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna detaliu,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna detaliu i desne puse T.T.,46,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna detaliu T.T. peraukstai pakyla liftas. padaryta referencija,17,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna detaliu tt perkrautas kompas,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna detaliu uzstriges liftas tt tvarke,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna i kita puse,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna liftas detaliu,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna liftas detaliutt perkrautas kompas,69,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"nekrauna,stringa",17,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrauna. TT padarytas perkrovimas.,19,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrove detaliu TTnebuvom kviesti,12,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nekrove po ketures detales,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nemate akis detaliu,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nemate akys detaliu ir po viena ileidinejo i lifta,3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nemete dirza,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nepaeme detaliu,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nepaima detaliu,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Nepaimdavo paskutiniu detaliu T.T.,25,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nepasileido referencijos darymas TT nebuvome kviesti,15,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"nepasileidzia liftai,",14,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nepasileidzia liftas T.T.,93,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Nesidarineja durys. TT saugos itaisu gedimas,73,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nukrenta dirzas,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"nukrito dirzai, referencijos darymas TT nebuvome kviesti",3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nukrito dirzas,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nukrito dirzas TT nebuvom kviesti,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nukrovimo liftas nekrauna detaliu,17,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nukrovimo liftas nekrauna detaliu. d.p.,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nulinio valymas,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nuluzes daviklis,27,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,numete dirza,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,numetinejo dirza,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nuslysta detale nuo pakeleju.TT nekviesta,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"nutrukes dirzelis,detales nesuvaziuoja i lifta",3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,nutrukes roliko dirzelis,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,pastrigo durys,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"pastrigo durys, T.T. nekviesta",2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,pastrigo nukrovimo liftas,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,PC perkrovimas T.T,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,pergreitai atsidaro vartai nuo smugio isjunge lifta,9,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Perkraunamas,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Po gaminio keitimo nukrovimo liftas mete klaida. Buvo perstumti per nauja padeklai,50,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,prispaudeju grez,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,raizo briauna,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,referencija,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,roliko su sankaba dirziuko tempejo keite guolius.M.Karsokas,23,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,skersuoja detales,13,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,spausdintuvas terliojo detales virsu,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,strigimai,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,stringa,3,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,stringa detales,21,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,sugedus spyna uzstringa kai atsidaro kompo pusei durys,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,sulinko lifto strele taipogi jos tiesinimas,21,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,suskersavo detales lifte,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,sustabdo linija,15,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,T T Pakeistas kompiuterio maitinimo saltinis,190,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,T.T nekviesta,4,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,T.T. nekviesta,2,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"T.T. suluzo nukrovimo lifto durys. detales per anksti isvaziavo, islauze duris",14,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,T.T. uzdetas dirzas,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,T.T.Streles tiesinimas,17,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,tiesino strele,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,Tiesinta platforma,5,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,trukus vakumo slanga,7,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,tt  issijungia apsaugine spyna,11,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,TT Dirzo keitimas,14,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,TT iskrites daviklis,6,525140,1.23%,2017
Linija Homag_4,52,5202,NUKROVIMO LIFTU GEDIMAS,"TT isluzo apsaugines tvoros laikikliai, suremontuota",29,525140,1.23%,2017
